name,score
water_body_2372.jpg,0.34980249912464983
water_body_7719.jpg,0.08347448354341735
water_body_2178.jpg,0.047278989720888356
water_body_1501.jpg,0.5540397408963585
water_body_8064.jpg,0.3120131646408564
water_body_7230.jpg,0.2284705288365346
water_body_7716.jpg,0.3208500587735094
water_body_7600.jpg,0.14463824592336935
water_body_1555.jpg,0.16681274072128852
water_body_8196.jpg,0.29318110056522606
water_body_1333.jpg,1.0
water_body_7174.jpg,0.25155843587434973
water_body_799.jpg,0.4629620598239296
water_body_8218.jpg,0.18597548394357744
water_body_8492.jpg,0.39496822166366546
water_body_1488.jpg,0.5628646771208483
water_body_2210.jpg,0.22736422694077632
water_body_2352.jpg,1.0
water_body_8528.jpg,0.3042076205482193
water_body_830.jpg,1.0
water_body_7774.jpg,0.7484432054071629
water_body_2311.jpg,0.12330307122849139
water_body_2460.jpg,0.2979528530162065
water_body_832.jpg,0.37001433385854343
water_body_1746.jpg,0.3944040897609044
water_body_2212.jpg,0.31624110581732695
water_body_6374.jpg,0.7843241202731093
water_body_1479.jpg,0.2430811387054822
water_body_2559.jpg,0.12248352465986394
water_body_1617.jpg,0.5629411921018408
water_body_1588.jpg,0.09627905849839936
water_body_7163.jpg,0.30944479354241694
water_body_1845.jpg,0.06273235856842738
water_body_2404.jpg,0.05126003526410564
water_body_8051.jpg,0.5938634047368948
water_body_8297.jpg,0.03876824167166867
water_body_1212.jpg,0.26252360319127654
water_body_8049.jpg,0.6739248042967186
water_body_7688.jpg,0.5048449848689476
water_body_7993.jpg,0.45883181397559025
water_body_2176.jpg,1.0
water_body_7162.jpg,0.2400278861544618
water_body_1592.jpg,0.3128152042066827
water_body_1209.jpg,0.20461950405162066
water_body_2213.jpg,0.23434154911964786
water_body_8296.jpg,0.03039207870648259
water_body_8888.jpg,0.26883862920168067
water_body_808.jpg,1.0
water_body_8662.jpg,0.16324600152561022
water_body_8907.jpg,0.08494475915366147
water_body_1231.jpg,0.05075686524609844
water_body_8198.jpg,0.5637950492697079
water_body_7035.jpg,0.10198024522308924
water_body_1324.jpg,0.10640177946178471
water_body_1337.jpg,0.38833197341436576
water_body_1419.jpg,0.07150360144057623
water_body_1611.jpg,0.4248240702531012
water_body_5.jpg,0.23213011767206884
water_body_7888.jpg,0.6304351428071229
water_body_2567.jpg,0.5067275347639055
water_body_748.jpg,0.35591791404061623
water_body_2550.jpg,0.09776895133053222
water_body_713.jpg,0.3760165785064026
water_body_1594.jpg,0.15328803396358542
water_body_7197.jpg,0.32103935324129657
water_body_8437.jpg,0.8935807916916767
water_body_7305.jpg,0.25835975015006
water_body_2351.jpg,0.02149078381352541
water_body_1196.jpg,0.6276691926770709
water_body_2492.jpg,0.11420841774209685
water_body_7266.jpg,0.20326536864745898
water_body_1347.jpg,0.03145344075130052
water_body_2395.jpg,0.3815495729541817
water_body_8408.jpg,0.2543514280712285
water_body_8624.jpg,0.23193042842136855
water_body_768.jpg,0.06708167642056823
water_body_7232.jpg,0.12398467199379751
water_body_1510.jpg,0.35066815788815525
water_body_8432.jpg,0.3107611013155262
water_body_8512.jpg,0.48239053433873547
water_body_1206.jpg,0.20855357768107244
water_body_881.jpg,0.07924833996098439
water_body_7782.jpg,0.032838916816726696
water_body_1587.jpg,0.42589887517507
water_body_2398.jpg,0.24163352841136454
water_body_7809.jpg,0.551232836884754
water_body_1489.jpg,0.48585832770608245
water_body_1180.jpg,0.35795208708483395
water_body_1092.jpg,0.22880409976490598
water_body_8818.jpg,0.11697757227891156
water_body_8413.jpg,0.4092286133203281
water_body_1292.jpg,0.1355782156612645
water_body_8316.jpg,0.3482625081282513
water_body_121.jpg,0.746460693652461
water_body_2532.jpg,0.1322342218137255
water_body_1109.jpg,0.5826697866646658
water_body_7294.jpg,0.23966610081532613
